,song id,singer,song
0,1,陈奕迅,陀飞轮
1,2,陈奕迅,葡萄成熟时
2,3,陈奕迅,浮夸
3,4,陈奕迅,富士山下
4,6,陈奕迅,不如不见
5,7,陈奕迅,K歌之王
6,15,陈奕迅,明年今日
7,16,陈奕迅,Shall we talk
8,27,陈奕迅,岁月如歌
9,44,陈奕迅,白玫瑰
10,46,陈奕迅,神奇化妆师
11,71,陈奕迅,囍帖街
12,72,陈奕迅,阿牛
13,84,陈奕迅,落花流水
14,103,陈奕迅,无人之境
15,104,陈奕迅,一丝不挂
16,109,陈奕迅,最佳损友
17,110,陈奕迅,反高潮
18,111,陈奕迅,信心花舍
19,120,陈奕迅,最冷一天
20,122,陈奕迅,孤儿仔
21,123,陈奕迅,重口味
22,124,陈奕迅,苦瓜
23,125,陈奕迅,人车志
24,139,陈奕迅,Katrina
25,140,陈奕迅,1874
26,141,陈奕迅,单车
27,142,陈奕迅,低等动物
28,143,陈奕迅,人来人往
29,144,陈奕迅,绵绵
30,145,陈奕迅,活着多好
31,146,陈奕迅,沙龙
32,159,陈奕迅,幸福摩天轮
33,160,陈奕迅,裙下之臣
34,171,陈奕迅,十面埋伏
35,173,陈奕迅,2001太空漫游
36,179,陈奕迅,不来也不去
37,180,陈奕迅,完
38,181,陈奕迅,非礼
39,182,陈奕迅,Class
40,183,陈奕迅,碌卡
41,184,陈奕迅,笑死朕
42,185,陈奕迅,蚊
43,186,陈奕迅,Let It Out
44,187,陈奕迅,习惯说
45,188,陈奕迅,信任
46,193,陈奕迅,今天只做一件事
47,205,陈奕迅,天公地道
48,236,陈奕迅,防不胜防
49,244,陈奕迅,Lonely Christmas
50,247,陈奕迅,黑择明
51,248,陈奕迅,天下无双
52,249,陈奕迅,打得火热
53,250,陈奕迅,冲口而出
54,251,陈奕迅,打回原形
55,252,陈奕迅,给爱丽斯
56,253,陈奕迅,随意门
57,255,陈奕迅,夕阳无限好
58,256,陈奕迅,听听
59,257,陈奕迅,Crying in the Party
60,258,陈奕迅,歌颂
61,259,陈奕迅,七百年后
62,260,陈奕迅,讲男讲女
63,261,陈奕迅,与我常在
64,281,陈奕迅,倾城
65,282,陈奕迅,失恋太少
66,284,陈奕迅,六月飞霜
67,294,陈奕迅,喜帖街
68,298,陈奕迅,黑暗中漫舞
69,309,陈奕迅,粤语残片
70,314,陈奕迅,于心有愧
71,322,陈奕迅,大开眼戒
72,336,陈奕迅,烂
73,358,陈奕迅,每一个明天
74,376,陈奕迅,伤信
75,411,陈奕迅,最后派对
76,481,陈奕迅,大个女
77,484,陈奕迅,猜情寻
78,485,陈奕迅,我的快乐时代
79,493,陈奕迅,24
80,495,陈奕迅,万佛朝宗
81,498,陈奕迅,和平饭店
82,514,陈奕迅,不求人
83,521,陈奕迅,太阳照常升起
84,555,陈奕迅,New Order
85,619,陈奕迅,冤气
86,630,陈奕迅,几许风雨
87,633,陈奕迅,月球上的人
88,634,陈奕迅,最后的嬉皮士
89,648,陈奕迅,我有我爱你
90,651,陈奕迅,小孩不懂怕
91,652,陈奕迅,爱情幼稚
92,656,陈奕迅,开不了心
93,658,陈奕迅,时光倒流二十年
94,664,陈奕迅,超人的主题曲
95,683,陈奕迅,暴殄天物
96,705,陈奕迅,一个旅人
97,825,陈奕迅,最后今晚
98,852,陈奕迅,抱拥这分钟
99,862,陈奕迅,黄金时代
100,872,陈奕迅,细路
101,904,陈奕迅,玛利奥派对
102,907,陈奕迅,安守本份
103,908,陈奕迅,心深伤透
104,916,陈奕迅,相信相依
105,938,陈奕迅,Stranger Under My Skin
106,941,陈奕迅,忘记歌词
107,942,陈奕迅,时代巨轮
108,945,陈奕迅,演唱会
109,947,陈奕迅,变色龙
110,948,陈奕迅,热岛小夜曲
111,949,陈奕迅,超错
112,974,陈奕迅,黑夜不再来
113,1004,陈奕迅,当这地球没有花
114,1027,陈奕迅,阿士匹灵
115,1028,陈奕迅,张氏情歌
116,1038,陈奕迅,一个人
117,1039,陈奕迅,他一个人
118,1041,陈奕迅,今日
119,1070,陈奕迅,三个人的探戈
120,1073,陈奕迅,其实我记得
121,1077,陈奕迅,贝多芬与我
122,1078,陈奕迅,我不好爱
123,1079,陈奕迅,主旋律
124,1110,陈奕迅,同舟之情
125,1125,陈奕迅,阿猫阿狗
126,1126,陈奕迅,床头床尾
127,1127,陈奕迅,告别娑婆
128,1128,陈奕迅,斯德哥尔摩情人
129,1129,陈奕迅,任我行
130,1130,陈奕迅,远在咫尺
131,1131,陈奕迅,失忆蝴蝶
132,1196,陈奕迅,还有什么可以送给你
133,1236,陈奕迅,今天等我来
134,1303,陈奕迅,我什么都没有
135,1318,陈奕迅,爱上你是我眼睛的错
136,1357,陈奕迅,一切还好
137,1516,陈奕迅,时代曲
138,1545,陈奕迅,活跃症
139,1565,陈奕迅,飘飘飘飘
140,1579,陈奕迅,我怕你不肯
141,1645,陈奕迅,眼眉调
142,1646,陈奕迅,Shall We Dance
143,1647,陈奕迅,终于一百日
144,1652,陈奕迅,送院途中
145,1653,陈奕迅,遗失的国度
146,1654,陈奕迅,专家话
147,1655,陈奕迅,现场直播
148,1656,陈奕迅,大激想
149,1661,陈奕迅,Namasgar你好吗
150,1662,陈奕迅,当荃湾爱上柴湾
151,1663,陈奕迅,那一夜有没有雪
152,1664,陈奕迅,敌人
153,1665,陈奕迅,跟我走好吗
154,1666,陈奕迅,伴游
155,1667,陈奕迅,游离份子
156,1668,陈奕迅,生命有几好
157,1669,陈奕迅,爱没有左右
158,1670,陈奕迅,从未痴心
159,1671,陈奕迅,当心中有恋爱感觉
160,1672,陈奕迅,有意无意
161,1673,陈奕迅,我杯茶
162,1713,陈奕迅,人神斗
163,1714,陈奕迅,16月6日晴
164,1715,陈奕迅,怕死
165,1716,陈奕迅,不良嗜好
166,1867,陈奕迅,新生活
167,1906,陈奕迅,新曲+精选
168,1921,陈奕迅,解药
169,1922,陈奕迅,天下太平
170,1932,陈奕迅,始终我系我
171,1965,陈奕迅,心里有鬼
172,2127,陈奕迅,不一样的夏
173,2128,陈奕迅,美满人生
174,2129,陈奕迅,第五个现代化
175,2130,陈奕迅,快高长大
176,2131,陈奕迅,忽然难过
177,2132,陈奕迅,美丽有罪
178,2133,陈奕迅,放过你
179,2134,陈奕迅,天使的礼物
180,2136,陈奕迅,不知所谓
181,2137,陈奕迅,第一类接触
182,2138,陈奕迅,King Kong
183,2139,陈奕迅,少见不怪
184,2140,陈奕迅,幸灾乐祸
185,2141,陈奕迅,想听
186,2142,陈奕迅,兄弟
187,2143,陈奕迅,乜嘢啫
188,2144,陈奕迅,此时此歌
189,2145,陈奕迅,后台
190,2146,陈奕迅,Allegro Opus 3.3am
191,2147,陈奕迅,青春无晦
192,2150,陈奕迅,大人
193,2151,陈奕迅,叶问风中转
194,2153,陈奕迅,低调
195,2161,陈奕迅,我的世界末日
196,2162,陈奕迅,新广告歌
197,2187,陈奕迅,花花世界
198,2191,陈奕迅,多一点
199,2488,陈奕迅,一疋布
200,2667,陈奕迅,大情大性
201,2881,陈奕迅,热带雨林
202,2912,陈奕迅,呀边个边个
203,2916,陈奕迅,同声一哭
204,2919,陈奕迅,白鸽的传奇
205,2955,陈奕迅,黑面
206,3022,陈奕迅,昨日
207,3042,陈奕迅,真相
208,3116,陈奕迅,八里公路
209,3138,陈奕迅,戏迷情人
210,3141,陈奕迅,孤独探戈
211,3164,陈奕迅,如果这一秒钟你跟我讲你不爱我
212,3165,陈奕迅,狂热革命
213,3166,陈奕迅,两名男子街头相遇
214,3167,陈奕迅,滑铁卢车站
215,3169,陈奕迅,新的世界
216,3170,陈奕迅,下周同样时间 再见
217,3171,陈奕迅,怪物
218,3172,陈奕迅,温室效应
219,3238,陈奕迅,美丽谎言
220,3412,陈奕迅,那一夜有没有说
221,3698,陈奕迅,斗战神
222,3801,陈奕迅,天网
223,3803,陈奕迅,原来这里没有你
224,3804,陈奕迅,我们不哭了
225,3962,陈奕迅,心腹
226,4293,陈奕迅,Life Goes On
227,4327,陈奕迅,吹微风
228,4347,陈奕迅,请相信我
229,4375,陈奕迅,稳稳的幸福
230,4385,陈奕迅,内疚
231,4398,陈奕迅,不死传说
232,4401,陈奕迅,人工智能
233,4434,陈奕迅,无条件
234,4447,陈奕迅,愈想愈无谓
235,4457,陈奕迅,结束开始
236,4481,陈奕迅,人生马拉松
237,4483,陈奕迅,黑洞
238,4498,陈奕迅,起点终站
239,4499,陈奕迅,心烧
240,4501,陈奕迅,喜欢一个人
241,4506,陈奕迅,一个灵魂的独白
242,4520,陈奕迅,异梦
243,4568,陈奕迅,恐龙进化论
244,4671,陈奕迅,沼气
245,4709,陈奕迅,谎言
246,4786,陈奕迅,爱你入骨
247,5282,陈奕迅,亲近
248,5602,陈奕迅,四季
249,5757,陈奕迅,因为爱情
250,5773,陈奕迅,可以了
251,5774,陈奕迅,陪你度过漫长岁月
252,5784,陈奕迅,不要说话
253,5807,陈奕迅,谢谢侬
254,5810,陈奕迅,在这个世界相遇
255,5811,陈奕迅,我甲你
256,5829,陈奕迅,阴天快乐
257,5853,陈奕迅,八号风球
258,5971,陈奕迅,让我留在你身边
259,6033,陈奕迅,梦的可能
260,6039,陈奕迅,老细我撇先
261,6061,陈奕迅,给你
262,6075,陈奕迅,全世界失眠
263,6092,陈奕迅,四季圈
264,6099,陈奕迅,你的背包
265,6141,陈奕迅,暴风雨
266,6147,陈奕迅,相信自己无限极
267,6192,陈奕迅,Our Town
268,6285,陈奕迅,放
269,6286,陈奕迅,披风
270,6287,陈奕迅,超人迪加
271,6299,陈奕迅,海胆
272,6300,陈奕迅,是但求其爱
273,6365,陈奕迅,情迷索多玛
274,6400,陈奕迅,渐渐
275,6401,陈奕迅,与你常在
276,6429,陈奕迅,可一可再
277,6447,陈奕迅,深爱着你
278,6450,陈奕迅,破坏王
279,6453,陈奕迅,致明日的舞
280,6454,陈奕迅,敬烟
281,6455,陈奕迅,蠢
282,6456,陈奕迅,疯狂的朋友
283,6457,陈奕迅,龙舌兰
284,6458,陈奕迅,我们万岁
285,6492,陈奕迅,到此一游
286,6705,陈奕迅,遥远的她
287,6730,陈奕迅,野孩子
288,6904,陈奕迅,I want
289,6915,陈奕迅,季军
290,6953,陈奕迅,给儿子的信
291,66,李克勤,红日
292,129,李克勤,合久必婚
293,154,李克勤,月半小夜曲
294,239,李克勤,爱不释手
295,329,李克勤,纸婚
296,394,李克勤,护花使者
297,462,李克勤,总有你鼓励
298,472,李克勤,爱一个人
299,473,李克勤,刻不容缓
300,475,李克勤,万千宠爱在一身
301,533,李克勤,晚安
302,544,李克勤,天水围城
303,629,李克勤,旧欢如梦
304,686,李克勤,空中飞人
305,710,李克勤,六尺风云
306,798,李克勤,三千零一夜
307,808,李克勤,一生不变
308,814,李克勤,大会堂演奏厅
309,877,李克勤,My Shirley
310,894,李克勤,罪人
311,950,李克勤,我不会唱歌
312,960,李克勤,告别校园时
313,973,李克勤,左邻右里
314,990,李克勤,儿女私情
315,1053,李克勤,请你早睡早起
316,1216,李克勤,快乐药
317,1295,李克勤,先赌为快
318,1348,李克勤,花街的流星
319,1491,李克勤,句号
320,1496,李克勤,一千零一夜
321,1549,李克勤,时差
322,1569,李克勤,偷偷摸摸
323,1741,李克勤,高妹
324,1743,李克勤,公主太子
325,1991,李克勤,今夕是何年
326,2044,李克勤,纸牌屋
327,2144,李克勤,此时此歌
328,2274,李克勤,合久必婚
329,2380,李克勤,孔明灯
330,2381,李克勤,再见穿梭机
331,2382,李克勤,天河
332,2387,李克勤,一个人飞
333,2389,李克勤,飞花
334,2390,李克勤,后悔
335,2391,李克勤,不必对我好
336,2393,李克勤,爱你不需要理由
337,2538,李克勤,爱的过路人
338,2918,李克勤,换季
339,2966,李克勤,明明深爱着你
340,3014,李克勤,探花
341,3052,李克勤,蓝月亮
342,3081,李克勤,一生挂念你
343,3087,李克勤,樱花
344,3092,李克勤,眷恋
345,3133,李克勤,男人的歌
346,3200,李克勤,花落谁家
347,3240,李克勤,楼下有人
348,3241,李克勤,你是我的太阳
349,3381,李克勤,未卜先知
350,3434,李克勤,有了你世界更美
351,3493,李克勤,菜汤
352,3564,李克勤,停火
353,3576,李克勤,只想你会意
354,3724,李克勤,当找到你
355,3749,李克勤,牡丹亭 惊梦
356,3760,李克勤,活着为求什么
357,3808,李克勤,请你不要难过
358,3821,李克勤,无朋友
359,3903,李克勤,情非首尔
360,4014,李克勤,足球小旋风
361,4081,李克勤,心计
362,4094,李克勤,屋企
363,4095,李克勤,北京北角
364,4116,李克勤,血脉沸腾
365,4133,李克勤,深深深
366,4157,李克勤,Victory
367,4186,李克勤,一生想你
368,4235,李克勤,世界末日的早上
369,4578,李克勤,不知不觉爱上你
370,4615,李克勤,你最重要
371,4657,李克勤,世界真细小
372,4663,李克勤,签纸
373,4757,李克勤,亲密爱人
374,4761,李克勤,热爱基本法
375,4801,李克勤,嘭门
376,4847,李克勤,回首
377,4848,李克勤,球迷奇遇记
378,4849,李克勤,我着十号
379,4850,李克勤,她慈我悲
380,4851,李克勤,唔使惊
381,4852,李克勤,二十四城记
382,4853,李克勤,嫲嫲
383,4854,李克勤,现代足球小将
384,4855,李克勤,前进
385,4872,李克勤,心领
386,4924,李克勤,岁月风云
387,5007,李克勤,叹息门
388,5073,李克勤,恋爱为何物
389,5078,李克勤,只想您会意
390,5134,李克勤,心上人
391,5154,李克勤,夏日之神话
392,5301,李克勤,丝丝雨线
393,5302,李克勤,绝对自我
394,5303,李克勤,不再少年时
395,5304,李克勤,九月中的陌生人
396,5305,李克勤,没终止的夜
397,5306,李克勤,如果这生
398,5307,李克勤,情难再
399,5308,李克勤,依然相爱
400,5309,李克勤,一生想您
401,5313,李克勤,再见演奏厅
402,5344,李克勤,黑房
403,5367,李克勤,老友记
404,5389,李克勤,生活大爆炸
405,5400,李克勤,十年前后
406,5402,李克勤,没有你赢了世界又如何
407,5426,李克勤,简单美
408,5442,李克勤,谁愿分手
409,5445,李克勤,想你的旧名字
410,5447,李克勤,破晓时分
411,5482,李克勤,命运符号
412,5483,李克勤,冬暖夏凉
413,5499,李克勤,大时代
414,5537,李克勤,一个都不能少
415,5698,李克勤,天天都是情人节
416,5973,李克勤,荣誉勋章
417,5978,李克勤,雨景
418,5998,李克勤,输情歌
419,6076,李克勤,Please Say I Do
420,6090,李克勤,C3PO
421,6226,李克勤,开学礼
422,6291,李克勤,今晚唱劲歌
423,6294,李克勤,30克
424,6297,李克勤,给歌迷梁小姐的公开信
425,6298,李克勤,恭喜你
426,6309,李克勤,失魂记
427,6310,李克勤,寻最
428,6312,李克勤,泼墨
429,6325,李克勤,未成年同盟会
430,6373,李克勤,单身狗
431,6636,李克勤,主角配角
432,6699,李克勤,希望
433,6716,李克勤,包容
434,6717,李克勤,情迷心窍
435,6719,李克勤,姐姐
436,6720,李克勤,红楼梦
437,6721,李克勤,旧生会
438,6747,李克勤,Twins
439,6748,李克勤,小心轻放
440,6749,李克勤,旧日的小提琴
441,6750,李克勤,一幽美梦
442,6751,李克勤,写我深情
443,6752,李克勤,再一次想你
444,6753,李克勤,告别忧郁
445,6754,李克勤,月光玫瑰
446,6755,李克勤,米奇与米妮
447,6756,李克勤,隔夜仇
448,6757,李克勤,今天最爱
449,6758,李克勤,后会有期
450,6759,李克勤,初恋十一岁
451,6760,李克勤,好戏之人
452,6761,李克勤,父子
453,6762,李克勤,伤寒
454,6763,李克勤,神州行
455,6764,李克勤,为你流泪
456,6765,李克勤,胜情中人
457,6766,李克勤,相爱无门
458,6767,李克勤,佳节
459,6768,李克勤,婚前的女人
460,6785,李克勤,放飞机
461,6786,李克勤,回来吧
462,6787,李克勤,大富翁
463,4351,李克勤,一切是创造
464,6794,李克勤,划星
465,4489,李克勤,阿李爸爸
466,6798,李克勤,来到今天
467,6802,李克勤,闪电传真机
468,6804,李克勤,在一起却很寂寞
469,6805,李克勤,富豪雪糕
470,2303,李克勤,树懒
471,4228,李克勤,小宝宝
472,5830,李克勤,格林童话
473,3547,李克勤,突如其来的爱情
474,6922,李克勤,秒针
475,11,杨千嬅,再见二丁目
476,12,杨千嬅,花好月圆夜
477,48,杨千嬅,少女的祈祷
478,49,杨千嬅,小城大事
479,65,杨千嬅,可惜我是水瓶座
480,70,杨千嬅,假如让我说下去
481,82,杨千嬅,勇
482,85,杨千嬅,Single
483,92,杨千嬅,野孩子
484,117,杨千嬅,处处吻
485,119,杨千嬅,知情识趣
486,161,杨千嬅,飞女正传
487,176,杨千嬅,水月镜花
488,189,杨千嬅,深息
489,270,杨千嬅,杨千嬅
490,377,杨千嬅,长信不如短讯
491,449,杨千嬅,烈女
492,508,杨千嬅,民间传奇
493,531,杨千嬅,知更
494,541,杨千嬅,杰出青年
495,563,杨千嬅,火鸟
496,564,杨千嬅,如果东京不快乐
497,595,杨千嬅,偷生
498,600,杨千嬅,郎来了
499,605,杨千嬅,炼金术
500,671,杨千嬅,集体回忆
501,824,杨千嬅,原来过得很快乐
502,849,杨千嬅,向左走
503,850,杨千嬅,向右走
504,851,杨千嬅,向左走向右走
505,853,杨千嬅,我是羊
506,869,杨千嬅,香港小姐
507,870,杨千嬅,给香港小姐
508,903,杨千嬅,大傻
509,918,杨千嬅,笑中有泪
510,920,杨千嬅,咬唇
511,921,杨千嬅,自由行
512,923,杨千嬅,抬起我的头来
513,924,杨千嬅,狼来了
514,966,杨千嬅,友谊万岁
515,969,杨千嬅,友谊万岁
516,1005,杨千嬅,简爱
517,1021,杨千嬅,长恨哥哥
518,1057,杨千嬅,花与爱丽斯
519,1071,杨千嬅,初见
520,1073,杨千嬅,其实我记得
521,1088,杨千嬅,All About Love
522,1174,杨千嬅,有过去的女人
523,1203,杨千嬅,蓝与黑
524,1204,杨千嬅,夏天的故事
525,1251,杨千嬅,满场飞
526,1252,杨千嬅,柳媚花娇
527,1259,杨千嬅,一个人的童话
528,1305,杨千嬅,最后的歌
529,1314,杨千嬅,稀客
530,1317,杨千嬅,悲歌之王
531,1623,杨千嬅,冬天的故事
532,1656,杨千嬅,大激想
533,1657,杨千嬅,我在桥上看风景
534,1661,杨千嬅,Namasgar你好吗
535,1851,杨千嬅,诡异
536,1929,杨千嬅,龙争虎斗
537,1930,杨千嬅,偷吻杜鲁福
538,1931,杨千嬅,我系我
539,2127,杨千嬅,不一样的夏
540,2169,杨千嬅,翅膀下的风
541,2194,杨千嬅,小星星
542,2260,杨千嬅,滚
543,2384,杨千嬅,星星同学
544,2386,杨千嬅,E-714342
545,2422,杨千嬅,旧地
546,2427,杨千嬅,寒舍
547,2452,杨千嬅,亲
548,2497,杨千嬅,麦芽糖
549,2498,杨千嬅,孖公仔
550,2499,杨千嬅,真命天子
551,2614,杨千嬅,直觉
552,2654,杨千嬅,认错人
553,2657,杨千嬅,搭正一点
554,2659,杨千嬅,鸾凤和鸣
555,2661,杨千嬅,星之碎片
556,2662,杨千嬅,化
557,2663,杨千嬅,我的醉爱
558,2664,杨千嬅,有爱错无放过
559,2799,杨千嬅,非卖品
560,2801,杨千嬅,爱人
561,2804,杨千嬅,有发生过
562,2929,杨千嬅,她成功了他没有
563,2940,杨千嬅,数你
564,2945,杨千嬅,因为所以
565,2946,杨千嬅,我错过了什么
566,2947,杨千嬅,我只能跳舞
567,2948,杨千嬅,手信
568,2950,杨千嬅,一千零一个
569,2951,杨千嬅,陌路
570,2952,杨千嬅,河童
571,2953,杨千嬅,芬梨道上
572,2954,杨千嬅,电光幻影
573,2956,杨千嬅,只要为我好
574,3010,杨千嬅,男女关系科
575,3017,杨千嬅,冰点
576,3048,杨千嬅,捞月亮的人
577,3073,杨千嬅,洋葱
578,3114,杨千嬅,出埃及记
579,3162,杨千嬅,薄荷味
580,3265,杨千嬅,快乐与哀愁
581,3375,杨千嬅,可人儿
582,3579,杨千嬅,来生舞
583,3837,杨千嬅,最后今天
584,3936,杨千嬅,私奔
585,3992,杨千嬅,姊妹
586,3993,杨千嬅,姐妹
587,4056,杨千嬅,袅袅
588,4155,杨千嬅,白天鹅
589,4204,杨千嬅,好不容易遇见爱
590,4216,杨千嬅,拥抱回忆
591,4217,杨千嬅,曾几何时
592,4239,杨千嬅,吵我
593,4258,杨千嬅,最好的债
594,4307,杨千嬅,内有恶女
595,4308,杨千嬅,适量运动与均衡饮食
596,4365,杨千嬅,倾城之恋
597,4366,杨千嬅,的士司机
598,4370,杨千嬅,流星雨
599,4378,杨千嬅,明日之歌
600,4379,杨千嬅,对木偶唱歌
601,4431,杨千嬅,天桥
602,4470,杨千嬅,亦舒说
603,4482,杨千嬅,小飞侠
604,4547,杨千嬅,刚刚好
605,4598,杨千嬅,爱在旁若无人的太空
606,4693,杨千嬅,没有关系不是爱情
607,4703,杨千嬅,因为所以 毕氏定理
608,4739,杨千嬅,我的生存之道
609,4793,杨千嬅,零号
610,4794,杨千嬅,心魔
611,4796,杨千嬅,啼笑因缘
612,4884,杨千嬅,我等我在
613,4891,杨千嬅,超龄
614,4903,杨千嬅,如果可以不停相爱
615,4990,杨千嬅,木偶奇遇记
616,5033,杨千嬅,闪灵
617,5102,杨千嬅,只谈风月不谈恋爱
618,5109,杨千嬅,同病相爱
619,5147,杨千嬅,热血青年
620,5151,杨千嬅,斗零踭
621,5312,杨千嬅,一叶舟
622,5362,杨千嬅,明日再会
623,5439,杨千嬅,傻仔
624,5712,杨千嬅,风起了
625,5740,杨千嬅,别阻我开心
626,5751,杨千嬅,半边天
627,5964,杨千嬅,高我
628,6048,杨千嬅,圣诞礼物
629,6271,杨千嬅,当我想起你
630,6272,杨千嬅,传说
631,6273,杨千嬅,余春娇
632,6275,杨千嬅,动地惊天爱恋过
633,6290,杨千嬅,田中小百合
634,6345,杨千嬅,一二三三二一
635,6377,杨千嬅,无双
636,6423,杨千嬅,摇滚之母
637,6431,杨千嬅,背后女人
638,6605,杨千嬅,嫁给爱情
639,6608,杨千嬅,不认不认还需认
640,6637,杨千嬅,塔罗迷
641,6879,杨千嬅,你会爱的人
642,6952,杨千嬅,同心圆
643,58,张国荣,谁令你心痴
644,59,张国荣,别话
645,69,张国荣,风继续吹
646,120,张国荣,最冷一天
647,121,张国荣,我
648,131,张国荣,芳华绝代
649,168,张国荣,追
650,190,张国荣,奔向未来日子
651,199,张国荣,Monica
652,200,张国荣,有心人
653,267,张国荣,倩女幽魂
654,375,张国荣,怪你过分美丽
655,396,张国荣,共同渡过
656,434,张国荣,侧面
657,483,张国荣,午后红茶
658,509,张国荣,蝶变
659,561,张国荣,无需要太多
660,661,张国荣,当年情
661,669,张国荣,沉默是金
662,670,张国荣,默默向上游
663,691,张国荣,一片痴
664,692,张国荣,玻璃之情
665,693,张国荣,陪你倒数
666,694,张国荣,这么远那么近
667,695,张国荣,大热
668,696,张国荣,红
669,697,张国荣,今生今世
670,698,张国荣,由零开始
671,699,张国荣,只怕不再遇上
672,700,张国荣,拒绝再玩
673,701,张国荣,有谁共鸣
674,702,张国荣,左右手
675,703,张国荣,无心睡眠
676,709,张国荣,寂寞夜晚
677,711,张国荣,不羁的风
678,713,张国荣,偷情
679,715,张国荣,Miss You Much
680,716,张国荣,侬本多情
681,717,张国荣,黑色午夜
682,718,张国荣,Stand up
683,719,张国荣,少女心事
684,720,张国荣,H2O
685,721,张国荣,为你钟情
686,722,张国荣,红蝴蝶
687,790,张国荣,帝女花 香夭
688,845,张国荣,风再起时
689,890,张国荣,胭脂扣
690,891,张国荣,最爱
691,943,张国荣,缘份
692,944,张国荣,缘份有几多
693,946,张国荣,变色龙
694,958,张国荣,你在何地
695,975,张国荣,十号风球
696,978,张国荣,明星
697,987,张国荣,春夏秋冬
698,1049,张国荣,身边有人
699,1082,张国荣,恋爱交叉
700,1092,张国荣,梦死醉生
701,1093,张国荣,梦到内河
702,1094,张国荣,洁身自爱
703,1095,张国荣,心跳呼吸正常
704,1111,张国荣,同道中人
705,1121,张国荣,想你
706,1155,张国荣,这些年来
707,1214,张国荣,热辣辣
708,1267,张国荣,愿你决定
709,1286,张国荣,禁片
710,1311,张国荣,小明星
711,1455,张国荣,够了
712,1554,张国荣,妒忌
713,1660,张国荣,Forever爱你
714,1827,张国荣,情感的刺
715,1925,张国荣,红颜白发
716,2116,张国荣,全赖有你
717,2117,张国荣,奇迹
718,2170,张国荣,我知你好
719,2174,张国荣,片段
720,2188,张国荣,枕头
721,2189,张国荣,Don't Lie To Me
722,2190,张国荣,挪亚方舟
723,2344,张国荣,爱火
724,2373,张国荣,不怕寂寞
725,2374,张国荣,寂寞有害
726,2375,张国荣,寂寞猎人
727,2691,张国荣,冤家
728,2708,张国荣,双飞燕
729,2858,张国荣,路过蜻蜓
730,2877,张国荣,眉来眼去
731,2915,张国荣,你这样恨我
732,2928,张国荣,意犹未尽
733,2931,张国荣,还有谁
734,2932,张国荣,你我之间
735,2933,张国荣,不想拥抱我的人
736,3049,张国荣,但愿人长久
737,3155,张国荣,赤裸的秘密
738,3216,张国荣,流浪
739,3376,张国荣,可人儿
740,3448,张国荣,第一次
741,3530,张国荣,夜有所梦
742,3686,张国荣,浮生若梦
743,3699,张国荣,我未惊过
744,3866,张国荣,千娇百美
745,4001,张国荣,未来之歌
746,4083,张国荣,浣花洗剑录
747,4120,张国荣,放荡
748,4252,张国荣,以后
749,4276,张国荣,暴风一族
750,4336,张国荣,不要爱他
751,4412,张国荣,没有烟总有花
752,4641,张国荣,情人箭
753,4715,张国荣,爱情离合器
754,4731,张国荣,Why
755,4743,张国荣,我要逆风去
756,4839,张国荣,蓝色忧郁
757,4867,张国荣,侯斯顿之恋
758,4896,张国荣,始终会行运
759,4906,张国荣,情难再续
760,4907,张国荣,留住昨天
761,4915,张国荣,缘分
762,4928,张国荣,柔情蜜意
763,4929,张国荣,一盏小明灯
764,4930,张国荣,全身都是爱
765,4935,张国荣,打开信箱
766,4936,张国荣,痴心的我
767,4973,张国荣,漫天风雨
768,5004,张国荣,人生的鼓手
769,5019,张国荣,绝不可以
770,5057,张国荣,烈火灯蛾
771,5059,张国荣,你的一切
772,5065,张国荣,敢爱
773,5161,张国荣,怨男
774,5197,张国荣,贴身
775,5200,张国荣,没有爱
776,5230,张国荣,再恋
777,5242,张国荣,爱慕
778,5437,张国荣,追族
779,5539,张国荣,冰山大火
780,5594,张国荣,我愿意
781,5665,张国荣,随心
782,5753,张国荣,那一记耳光
783,5780,张国荣,偏心
784,5812,张国荣,当爱已成往事
785,5815,张国荣,情难自控
786,5833,张国荣,从不知
787,5854,张国荣,继续跳舞
788,5855,张国荣,飞机师的风衣
789,5858,张国荣,谈情说爱
790,5874,张国荣,莫妮卡
791,6006,张国荣,迷路
792,6114,张国荣,滴汗
793,6134,张国荣,愿能比翼飞
794,6169,张国荣,烧毁我眼睛
795,6315,张国荣,这是爱
796,6528,张国荣,请勿越轨
797,6638,张国荣,你教我点好
798,6665,张国荣,难以再说对不起
799,6672,张国荣,共你别离
800,45,张学友,相爱很难
801,49,张学友,小城大事
802,50,张学友,相思风雨中
803,51,张学友,爱是永恒
804,60,张学友,蓝雨
805,68,张学友,分手总要在雨天
806,157,张学友,李香兰
807,192,张学友,头发乱了
808,222,张学友,太阳星辰
809,285,张学友,月半弯
810,290,张学友,只想一生跟你走
811,324,张学友,你的名字我的姓氏
812,356,张学友,每天爱你多一些
813,357,张学友,遥远的她
814,359,张学友,离开以后
815,384,张学友,真情流露
816,386,张学友,旧情绵绵
817,391,张学友,饿狼传说
818,425,张学友,暗恋你
819,438,张学友,这个冬天不太冷
820,440,张学友,非常夏日
821,486,张学友,楼上来的声音
822,504,张学友,等你等到我心痛
823,588,张学友,望月
824,627,张学友,不老的传说
825,637,张学友,花花公子
826,650,张学友,我等到花儿也谢了
827,665,张学友,还是觉得你最好
828,712,张学友,给朋友
829,810,张学友,红叶舞秋山
